timestamp_s,pose_id,category,source,simulation_verified,hardware_verified,collision_checked,singularity_checked,min_joint_margin_rad,min_jacobian_sigma,arm_q1,arm_q2,arm_q3,arm_q4,arm_q5,arm_q6,max_arm_contact_force,max_hold_error,max_hold_torque_ratio
0.0,synthetic_0036,directional_extension,synthetic_urdf_jacobian,true,false,true,true,0.534070068,0.075502661,-1.706110470,1.599261229,-2.433029932,0.617335702,-0.635271040,-4.485517465,0.000000000,0.029827118,0.136530519
0.0,synthetic_0037,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.376992724,0.094866547,-2.241007276,0.646532928,-2.305553643,0.105000706,-0.139049563,5.606428943,0.000000000,0.000313282,0.151298046
0.0,synthetic_0038,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.323944807,0.092116167,2.241690999,2.412190954,-1.025908621,0.979865580,1.246055193,-5.852706644,0.000000000,0.015073776,0.188671440
0.0,synthetic_0039,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.399605496,0.029274989,-1.885032599,1.173149433,-2.567494504,0.282649503,-0.680565609,-2.889194921,0.000000000,0.000010252,0.030069223
0.0,synthetic_0040,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.427512468,0.077615173,-1.044813048,0.427512468,-0.840927049,0.427909700,0.302482977,-5.712601161,0.000000000,0.025997639,0.140000001
0.0,synthetic_0041,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.206328973,0.076931398,-0.348164982,2.095978195,-2.400107850,-0.324731721,-1.363671027,-5.126420956,0.000000000,0.014532566,0.241082072
0.0,synthetic_0042,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.413147123,0.177893160,-1.399585129,1.327606458,-1.581592499,1.092041150,-0.520690024,-5.866852877,0.000000000,0.053181648,0.146416649
0.0,synthetic_0043,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.254563924,0.055038001,1.610238440,0.325645296,-2.569081056,1.315436076,0.719557787,-1.987907474,0.000000000,0.000242710,0.238341525
0.0,synthetic_0044,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.506586988,0.145672476,-1.815565238,1.248314828,-1.912433301,1.063413012,-0.230741431,-5.124128226,0.000000000,0.044209957,0.144447610
0.0,synthetic_0045,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.461276859,0.065987053,2.106710479,1.917369953,-2.505823141,-1.098585385,-0.096749595,-5.000989281,0.000000000,0.000309587,0.140000001
0.0,synthetic_0046,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.235564165,0.031738359,0.650328821,1.900529967,-2.731535835,0.873080698,0.814497121,5.091679373,0.000000000,0.011659622,0.179816365
0.0,synthetic_0047,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.217844232,0.080884868,0.840633608,2.117728740,-2.380384633,-1.352155768,-1.233800647,5.694296030,0.000000000,0.003396511,0.200472638
0.0,synthetic_0048,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.300785067,0.096426266,0.719280660,2.839214933,-1.885256976,0.724829278,-1.234266938,-4.092324670,0.000000000,0.060973167,0.277610511
0.0,synthetic_0049,directional_extension,synthetic_urdf_jacobian,false,false,true,true,1.330434776,0.213893937,-1.100069859,1.712903835,-1.330434776,-0.002878475,-0.214523420,0.928145266,0.000000000,0.042429268,0.178611428
0.0,synthetic_0050,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.308676381,0.187331598,2.303445584,1.450945952,-0.583479971,-1.261323619,-0.324932189,0.741686399,0.000000000,0.012257040,0.138483122
0.0,synthetic_0051,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.300502481,0.049096590,0.593902263,0.860052085,-1.752150938,1.269497519,0.422736141,1.041686206,0.000000000,0.000247717,0.099588506
0.0,synthetic_0052,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.183680030,0.102191645,-2.145685565,0.298180572,-2.253279200,-1.028583317,1.373849799,-6.096319970,0.000000000,0.016909122,0.254269183
0.0,synthetic_0053,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.282154294,0.029652120,-0.662196340,0.315919757,-1.110127840,-1.287845706,-1.225716635,-5.149904881,0.000000000,0.022309303,0.138148874
0.0,synthetic_0054,directional_extension,synthetic_urdf_jacobian,false,false,true,true,0.668887992,0.200376665,-1.126468592,1.786856913,-0.668887992,-0.661175900,-0.615794199,3.978151085,0.000000000,0.080512762,0.146436691
0.0,synthetic_0055,workspace_midrange,synthetic_urdf_jacobian,false,false,true,true,0.510153885,0.074121288,1.214001205,0.510153885,-0.666486756,0.940753149,-0.914974775,1.556382462,0.000000000,0.034552336,0.169520304
0.0,synthetic_0056,workspace_midrange,synthetic_urdf_jacobian,true,false,true,true,0.841519302,0.091804303,-1.496873483,0.841519302,-1.499537250,0.063104879,-0.059544816,0.504389314,0.000000000,0.022238582,0.140000001
0.0,synthetic_0057,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.397979457,0.124992403,-1.415819157,2.361168245,-2.076050500,1.172020543,0.043041062,-2.406833511,0.000000000,0.000515699,0.259999990
0.0,synthetic_0058,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.603125897,0.159547815,-1.607241057,1.527979253,-1.813477471,0.349586366,-0.004374785,-5.676874103,0.000000000,0.003605623,0.164673120
0.0,synthetic_0059,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.296753987,0.039716772,1.644155779,0.296753987,-0.609820938,0.888208987,1.204112076,2.015556765,0.000000000,0.067957640,0.139879093
0.0,synthetic_0060,directional_extension,synthetic_urdf_jacobian,false,false,true,true,0.942838258,0.178929944,-1.675161742,1.405079529,-1.645089152,0.375825682,-0.337569408,2.153813359,0.000000000,0.035127640,0.168104663
0.0,synthetic_0061,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.497972848,0.153584836,-1.461513172,1.153516210,-1.368028801,-0.205471015,-1.072027152,5.711052761,0.000000000,0.009877682,0.171453610
0.0,synthetic_0062,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.306495615,0.142872559,0.944234105,2.515819621,-1.863716444,1.263504385,0.887349766,5.878746571,0.000000000,0.021873474,0.253234625
0.0,synthetic_0063,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.860624044,0.161008528,-1.493661970,1.505161314,-1.788002148,0.323461788,-0.709375956,-4.898209728,0.000000000,0.003779531,0.178764686
0.0,synthetic_0064,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.185672267,0.161106163,-0.115420527,1.966100300,-1.792892477,1.384327733,-0.266991887,-2.454261450,0.000000000,0.001437336,0.206137046
0.0,synthetic_0065,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.300077559,0.062535764,1.549399665,1.475399041,-2.088403519,-0.606365491,1.269922441,5.660892532,0.000000000,0.005846977,0.135901034
0.0,synthetic_0066,workspace_midrange,synthetic_urdf_jacobian,true,false,true,true,0.765625329,0.164412351,0.721825320,0.941701054,-0.919807623,-0.804374671,-0.505279488,0.511687770,0.000000000,0.012458920,0.161366984
0.0,synthetic_0067,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.218986063,0.105494954,-0.487952420,1.146907770,-0.218986063,-0.936614464,0.323131107,-5.657482565,0.000000000,0.013538361,0.118866473
0.0,synthetic_0068,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.172173747,0.055276269,-2.015296058,0.746388654,-0.172173747,0.643045975,1.045228192,-5.523328800,0.000000000,0.047600746,0.136796698
0.0,synthetic_0069,directional_extension,synthetic_urdf_jacobian,true,false,true,true,0.978556384,0.170047672,0.895580202,1.399419602,-1.706466355,0.591443616,-0.544374180,0.165115513,0.000000000,0.005851567,0.164898574
0.0,synthetic_0070,workspace_midrange,synthetic_urdf_jacobian,true,false,true,true,0.598382048,0.181151571,-1.181062773,1.261587560,-1.394665758,-0.971617952,-0.635628574,-0.975823602,0.000000000,0.001930118,0.144471169
0.0,synthetic_0071,directional_extension,synthetic_urdf_jacobian,false,false,true,true,0.519576602,0.124544891,-0.134515978,2.422011269,-1.102287751,0.177471789,1.050423398,-3.710502918,0.000000000,0.069247007,0.186343938
0.0,synthetic_0072,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.515899330,0.042852377,-1.954246138,1.268179606,-2.451200670,0.158986148,0.209147063,-4.516663080,0.000000000,0.000261664,0.059999999
0.0,synthetic_0073,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.384351764,0.139723256,1.066442518,1.730572133,-1.688431303,1.185648236,1.010790916,-3.420918052,0.000000000,0.025794983,0.174744055
0.0,synthetic_0074,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.389876613,0.080369489,-1.645745441,2.750123387,-2.397693488,0.730465967,-0.532451675,-1.701867650,0.000000000,0.000325441,0.307885021
0.0,synthetic_0075,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.155485806,0.020076695,0.265184852,2.779738235,-2.811614194,-0.959103970,0.625401451,-1.293840349,0.000000000,0.003260970,0.313574880
0.0,synthetic_0076,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.251599100,0.076175832,-1.047367767,2.884623669,-2.112909792,0.608234160,1.318400900,3.221511850,0.000000000,0.039210320,0.304422408
0.0,synthetic_0077,workspace_midrange,synthetic_urdf_jacobian,true,false,true,true,0.669481450,0.197234483,1.033667681,2.203907064,-0.669481450,-0.649753237,0.359790300,3.713381061,0.000000000,0.002595544,0.164483771
0.0,synthetic_0078,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.406317929,0.080548399,1.916301509,2.722568995,-0.406317929,-1.142720010,-0.351006712,-0.534633056,204652.546875000,0.141979605,1.000000000
0.0,synthetic_0079,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.206398916,0.093717711,1.933359154,1.340680279,-2.110552929,-1.363601084,-0.599937851,3.441678505,0.000000000,0.030001640,0.068923332
0.0,synthetic_0080,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.249563750,0.127089432,-2.368436250,0.618582755,-1.987716125,0.090911444,-0.388956976,4.691162656,0.000000000,0.000261784,0.103186443
0.0,synthetic_0081,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.349912629,0.114384858,-1.443890424,1.745041697,-0.742582932,1.220087371,1.060683976,-4.468512494,0.000000000,0.000244617,0.112751156
0.0,synthetic_0082,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.222610561,0.177510937,1.440325193,2.067983405,-1.692641152,-1.347389439,-0.942932622,3.058389730,0.000000000,0.036887169,0.229994506
0.0,synthetic_0083,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.564647534,0.033959690,-2.053352466,1.037925787,-2.136422906,0.698926547,-0.400270085,-5.061072165,0.000000000,0.054086208,0.097554713
0.0,synthetic_0084,directional_extension,synthetic_urdf_jacobian,false,false,true,true,0.904732311,0.213203896,-0.639497785,1.078196850,-0.904732311,-0.510852895,0.549868443,0.473167999,0.000000000,0.076393723,0.153726086
0.0,synthetic_0085,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.704150757,0.171144634,1.913849243,2.232757091,-1.729139922,-0.042856968,-0.081264442,4.557071394,0.000000000,0.034442425,0.263495475
0.0,synthetic_0086,directional_extension,synthetic_urdf_jacobian,true,false,true,true,0.831346544,0.208886641,-1.786653456,1.354813235,-1.390436051,-0.181127156,0.278400849,-0.014183650,0.000000000,0.005543330,0.178004220
0.0,synthetic_0087,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.920894294,0.142663754,-0.425997814,2.100548842,-1.938764052,0.303598879,0.649105706,-4.528272245,0.000000000,0.000610590,0.239867762
0.0,synthetic_0088,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.428477790,0.140062399,2.148521383,2.711522210,-0.910280049,0.498758934,0.623682791,0.918100130,224756.187500000,0.080521166,0.779999971
0.0,synthetic_0089,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.410553746,0.081390196,1.423641514,1.575480075,-2.214502094,-1.152048769,1.159446254,3.124816312,0.000000000,0.001505494,0.127597243
0.0,synthetic_0090,directional_extension,synthetic_urdf_jacobian,false,false,true,true,0.654218492,0.133271264,-1.593133805,2.485781508,-2.016045175,0.385260121,-0.408525884,-3.504360562,0.000000000,0.050982237,0.275295138
0.0,synthetic_0091,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.346216198,0.048442279,-1.601195142,0.351498883,-2.618564926,-1.223783802,-1.164630703,4.095199083,0.000000000,0.063011169,0.265419960
0.0,synthetic_0092,workspace_midrange,synthetic_urdf_jacobian,true,false,true,true,0.515178602,0.022007203,0.087901895,0.515178602,-1.416886772,0.121068636,-0.009678621,-3.598477170,0.000000000,0.027213573,0.100798801
0.0,synthetic_0093,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.348111587,0.126314180,-0.323812029,2.623232328,-1.793639107,0.011318090,1.221888413,-3.275854861,0.000000000,0.041741133,0.294410884
0.0,synthetic_0094,directional_extension,synthetic_urdf_jacobian,false,false,true,true,0.717111038,0.221552804,1.113105942,1.524109390,-0.717111038,-0.398527218,0.120298466,-1.614814331,0.000000000,0.045156121,0.157591537
0.0,synthetic_0095,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.203902528,0.201440479,1.807312651,2.748082807,-1.131969454,1.366097472,0.659038137,4.050997406,55635.796875000,0.857732058,1.000000000
0.0,synthetic_0096,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.185531292,0.098801820,1.948341128,0.922212363,-0.185531292,-0.311224174,-0.007916376,-3.919231050,0.000000000,0.022722960,0.147992194
0.0,synthetic_0097,workspace_midrange,synthetic_urdf_jacobian,true,false,true,true,0.770129889,0.206834338,1.586819283,1.106789260,-0.978549429,-0.799870111,-0.422128908,-1.419162598,0.000000000,0.000252008,0.159999996
0.0,synthetic_0098,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.249580175,0.025278096,-1.300023966,0.249580175,-0.762875800,1.279007243,-0.777456085,-4.135894265,0.000000000,0.000304163,0.119999997
0.0,synthetic_0099,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.160591389,0.037629446,-1.962349687,1.637942441,-0.534040251,-0.191317848,-1.409408611,-3.527163918,0.000000000,0.033771276,0.136673391
0.0,synthetic_0100,directional_extension,synthetic_urdf_jacobian,true,false,true,true,0.599907087,0.098588881,1.283213984,0.599907087,-2.284809957,-0.609077578,0.310364789,4.124332101,0.000000000,0.014173031,0.188157767
0.0,synthetic_0101,directional_extension,synthetic_urdf_jacobian,false,false,true,true,1.230464918,0.207502308,-1.387535082,1.852488762,-1.403695391,-0.156585654,0.228394287,3.851093099,0.000000000,0.032069921,0.200003564
0.0,synthetic_0102,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.167668001,0.057309700,-1.394478952,1.562144988,-2.555936071,0.037594656,0.826462315,6.112331999,0.000000000,0.014895439,0.118227653
0.0,synthetic_0103,workspace_midrange,synthetic_urdf_jacobian,true,false,true,true,0.482286785,0.105194874,-0.119979085,0.992353658,-1.271505997,-0.364224164,-1.087713215,0.300352493,0.000000000,0.014586866,0.164586455
0.0,synthetic_0104,directional_extension,synthetic_urdf_jacobian,true,false,true,true,0.577231145,0.108096094,-0.314759256,2.441957135,-2.191278887,0.992768855,0.601333131,-3.666441020,0.000000000,0.003203452,0.275061041
0.0,synthetic_0105,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.329041447,0.054655894,0.650325597,2.477925799,-0.329041447,-0.959310071,0.914523150,3.381909817,169149.453125000,0.174126625,1.000000000
0.0,synthetic_0106,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.264461178,0.116365769,-1.264989982,0.986611206,-0.264461178,-0.391874395,-0.599307861,2.697336321,0.000000000,0.012982368,0.171627313
0.0,synthetic_0107,directional_extension,synthetic_urdf_jacobian,true,false,true,true,0.806024068,0.154118505,-1.811975932,1.522200859,-1.861923139,0.124921214,0.293230409,1.717717385,0.000000000,0.015483737,0.155954078
0.0,synthetic_0108,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.339263889,0.069357425,-0.333678249,2.668888041,-0.588268294,1.230736111,-0.153627978,2.820853311,396691.218750000,2.485987663,1.000000000
0.0,synthetic_0109,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.303396473,0.108187455,-0.342085596,0.941743023,-1.078453657,1.266603527,0.864234382,-2.633426246,0.000000000,0.010272503,0.156646028
0.0,synthetic_0110,workspace_midrange,synthetic_urdf_jacobian,false,false,true,true,0.537371041,0.142931947,-1.342069987,2.341473110,-0.936451832,1.032628959,-1.004333025,4.434187435,404.587646484,0.006120682,0.167047247
0.0,synthetic_0111,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.168448913,0.022026705,-0.332560766,0.926301159,-1.901632161,1.401551087,1.295131235,-5.103273605,0.000000000,0.000227332,0.079926364
0.0,synthetic_0112,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.244215659,0.030440526,-0.912229723,2.193604430,-2.722884341,-1.317976821,-1.292511567,4.517133656,0.000000000,0.000393629,0.185924307
0.0,synthetic_0113,workspace_midrange,synthetic_urdf_jacobian,true,false,true,true,0.701172695,0.204153786,-0.820696678,1.055221125,-0.701172695,-0.515271732,0.677143630,-1.601882670,0.000000000,0.004048109,0.179718360
0.0,synthetic_0114,workspace_midrange,synthetic_urdf_jacobian,false,false,true,true,0.516327208,0.136225912,-0.193385852,2.104988481,-0.516327208,-0.310345612,0.601541333,3.123742811,110023.265625000,0.150802866,0.760701299
0.0,synthetic_0115,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.535376275,0.099392187,-2.082623725,0.542380287,-0.815894904,0.584042982,-0.893840351,4.005733375,0.000000000,0.000240147,0.142557532
0.0,synthetic_0116,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.464024461,0.050521912,1.485248180,1.094991621,-1.909533880,-1.105975539,-0.154827837,-4.784326951,0.000000000,0.000154257,0.059999999
0.0,synthetic_0117,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.353481865,0.224832218,0.214257653,1.923816620,-1.265004778,-1.216518135,0.345544069,3.092155056,0.000000000,0.046802521,0.207667336
0.0,synthetic_0118,near_allowed_boundary,synthetic_urdf_jacobian,false,false,true,true,0.395901625,0.143067116,-1.767812566,1.840018100,-0.632597142,-0.870120786,1.174098375,5.785666638,0.000000000,0.061709404,0.171356112
0.0,synthetic_0119,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.359750317,0.104271672,1.044677529,2.626581581,-2.092228325,0.468510219,1.210249683,-5.581622206,0.000000000,0.008884430,0.297317505
0.0,synthetic_0120,workspace_midrange,synthetic_urdf_jacobian,true,false,true,true,0.680451219,0.138605924,1.583589911,0.822861794,-0.680451219,0.404471494,0.856386675,-1.213801542,0.000000000,0.003591776,0.182878911
0.0,synthetic_0121,near_allowed_boundary,synthetic_urdf_jacobian,true,false,true,true,0.227155954,0.046545485,-0.245733589,2.775004403,-2.627112597,-0.976389936,1.342844046,5.066461020,0.000000000,0.006455898,0.302645087
